000.162               |0010|209|   |4041248587188|0|0
000.170               |0010|209|   |4041248787625|0|0
000.210               |0010|209|   |4041248785980|0|0
000.230               |0010|209|   |4041248168820|0|0
000.270               |0010|209|   |4041248446195|0|0
000.442               |0010|209|   |4041248000038|0|0
000.575               |0010|209|   |4041248065334|0|0
000.924               |0010|209|   |4041248683934|0|0
000.958               |0010|209|   |4041248101728|0|0
001.172               |0010|209|   |4041248517932|0|0
001.393               |0010|209|   |4041248108185|0|0
001.563               |0010|209|   |4041248614815|0|0
001.630               |0010|209|   |4041248000168|0|0
001.652               |0010|209|   |4041248065358|0|0
001.796               |0010|209|   |4041248200025|0|0
001.830               |0010|209|   |4041248065389|0|0
001.832               |0010|209|   |4041248120910|0|0
001.840               |0010|209|   |4041248000205|0|0
001.850               |0010|209|   |4041248158272|0|0
001.929               |0010|209|   |4041248000267|0|0
002.071               |0010|209|   |4041248790816|0|0
002.131               |0010|209|   |4041248782910|0|0
002.141               |0010|209|   |4041248801888|0|0
002.162               |0010|209|   |4041248557419|0|0
002.181               |0010|209|   |4041248168219|0|0
002.194               |0010|209|   |4041248734810|0|0
002.240               |0010|209|   |4041248185728|0|0
002.290               |0010|209|   |4041248215029|0|0
002.360               |0010|209|   |4041248833148|0|0
002.370               |0010|209|   |4041248168202|0|0
002.440               |0010|209|   |4041248833155|0|0
002.490               |0010|209|   |4041248833162|0|0
002.750               |0010|209|   |4041248764251|0|0
002.820               |0010|209|   |4041248773772|0|0
002.840               |0010|209|   |4041248773765|0|0
002.861               |0010|209|   |4041248000335|0|0
002.870               |0010|209|   |4041248773710|0|0
002.880               |0010|209|   |4041248774472|0|0
002.920               |0010|209|   |4041248772263|0|0
002.970               |0010|209|   |4041248774922|0|0
002.985               |0010|209|   |4041248000342|0|0
003.010               |0010|209|   |4041248774434|0|0
003.020               |0010|209|   |4041248774533|0|0
003.030               |0010|209|   |4041248772225|0|0
003.040               |0010|209|   |4041248772171|0|0
003.050               |0010|209|   |4041248772270|0|0
003.100               |0010|209|   |4041248764237|0|0
003.130               |0010|209|   |4041248833179|0|0
003.190               |0010|209|   |4041248772188|0|0
003.200               |0010|209|   |4041248774519|0|0
003.230               |0010|209|   |4041248550526|0|0
003.250               |0010|209|   |4041248550557|0|0
003.270               |0010|209|   |4041248550533|0|0
003.280               |0010|209|   |4041248132944|0|0
003.290               |0010|209|   |4041248550564|0|0
003.300               |0010|209|   |4041248550571|0|0
003.310               |0010|209|   |4041248145456|0|0
003.360               |0010|209|   |4041248736487|0|0
003.620               |0010|209|   |4041248134429|0|0
003.630               |0010|209|   |4041248550854|0|0
003.660               |0010|209|   |4041248839539|0|0
003.690               |0010|209|   |4041248775318|0|0
003.710               |0010|209|   |4041248550601|0|0
003.730               |0010|209|   |4041248773864|0|0
003.760               |0010|209|   |4041248134610|0|0
003.770               |0010|209|   |4041248756485|0|0
003.780               |0010|209|   |4041248764220|0|0
003.790               |0010|209|   |4041248774441|0|0
003.881               |0010|209|   |4041248774564|0|0
003.900               |0010|209|   |4041248774489|0|0
003.910               |0010|209|   |4041248551141|0|0
003.922               |0010|209|   |4041248000380|0|0
003.930               |0010|209|   |4041248133224|0|0
003.950               |0010|209|   |4041248774540|0|0
003.960               |0010|209|   |4041248774526|0|0
003.970               |0010|209|   |4041248774397|0|0
003.990               |0010|209|   |4041248551158|0|0
004.000               |0010|209|   |4041248774335|0|0
004.010               |0010|209|   |4041248772096|0|0
004.030               |0010|209|   |4041248772164|0|0
004.070               |0010|209|   |4041248864647|0|0
004.139               |0010|209|   |4041248000397|0|0
004.160               |0010|209|   |4041248775479|0|0
004.180               |0010|209|   |4041248774502|0|0
004.236               |0010|209|   |4041248000403|0|0
004.260               |0010|209|   |4041248133330|0|0
004.350               |0010|209|   |4041248551516|0|0
004.361               |0010|209|   |4041248815533|0|0
004.441               |0010|209|   |4041248693629|0|0
004.450               |0010|209|   |4041248607022|0|0
004.490               |0010|209|   |4041248551660|0|0
004.500               |0010|209|   |4041248551677|0|0
004.546               |0010|209|   |4041248000410|0|0
004.550               |0010|209|   |4041248551936|0|0
004.760               |0010|209|   |4041248816820|0|0
004.770               |0010|209|   |4041248795286|0|0
004.780               |0010|209|   |4041248552148|0|0
004.850               |0010|209|   |4041248832882|0|0
004.899               |0010|209|   |4041248000427|0|0
004.979               |0010|209|   |4041248000434|0|0
005.040               |0010|209|   |4041248833193|0|0
005.080               |0010|209|   |4041248833315|0|0
005.101               |0010|209|   |4041248652343|0|0
005.304               |0010|209|   |4041248000458|0|0
005.310               |0010|209|   |4041248552735|0|0
005.510               |0010|209|   |4041248552957|0|0
005.520               |0010|209|   |4041248552964|0|0
005.580               |0010|209|   |4041248861479|0|0
005.610               |0010|209|   |4041248553619|0|0
005.630               |0010|209|   |4041248787229|0|0
005.660               |0010|209|   |4041248553626|0|0
005.770               |0010|209|   |4041248553664|0|0
005.780               |0010|209|   |4041248553657|0|0
005.860               |0010|209|   |4041248581513|0|0
005.911               |0010|209|   |4041248624111|0|0
005.980               |0010|209|   |4041248825945|0|0
006.051               |0010|209|   |4041248670118|0|0
006.070               |0010|209|   |4041248620410|0|0
006.080               |0010|209|   |4041248518236|0|0
006.297               |0010|209|   |4041248000472|0|0
006.362               |0010|209|   |4041248486344|0|0
006.394               |0010|209|   |4041248126219|0|0
006.408               |0010|209|   |4041248000502|0|0
006.420               |0010|209|   |4041248514238|0|0
006.450               |0010|209|   |4041248000526|0|0
006.460               |0010|209|   |4041248000533|0|0
006.522               |0010|209|   |4041248759868|0|0
006.552               |0010|209|   |4041248663844|0|0
006.553               |0010|209|   |4041248845486|0|0
006.564               |0010|209|   |4041248000557|0|0
006.580               |0010|209|   |4041248736401|0|0
006.600               |0010|209|   |4041248554647|0|0
006.654               |0010|209|   |4041248000564|0|0
006.662               |0010|209|   |4041248516003|0|0
006.697               |0010|209|   |4041248000571|0|0
006.702               |0010|209|   |4041248146545|0|0
006.740               |0010|209|   |4041248554913|0|0
006.750               |0010|209|   |4041248554937|0|0
006.771               |0010|209|   |4041248161845|0|0
006.920               |0010|209|   |4041248134146|0|0
006.970               |0010|209|   |4041248568033|0|0
006.990               |0010|209|   |4041248697320|0|0
007.010               |0010|209|   |4041248517222|0|0
007.030               |0010|209|   |4041248432105|0|0
007.041               |0010|209|   |4041248529911|0|0
007.051               |0010|209|   |4041248499818|0|0
007.110               |0010|209|   |4041248000625|0|0
007.140               |0010|209|   |4041248555019|0|0
007.190               |0010|209|   |4041248555200|0|0
007.210               |0010|209|   |4041248555194|0|0
007.320               |0010|209|   |4041248555316|0|0
007.544               |0010|209|   |4041248126233|0|0
007.552               |0010|209|   |4041248000670|0|0
007.750               |0010|209|   |4041248556115|0|0
007.810               |0010|209|   |4041248556160|0|0
007.870               |0010|209|   |4041248556177|0|0
007.900               |0010|209|   |4041248556184|0|0
007.920               |0010|209|   |4041248613016|0|0
007.961               |0010|209|   |4041248424964|0|0
008.002               |0010|209|   |4041248000687|0|0
008.040               |0010|209|   |4041248622728|0|0
008.060               |0010|209|   |4041248868836|0|0
008.170               |0010|209|   |4041248556900|0|0
008.190               |0010|209|   |4041248556870|0|0
008.200               |0010|209|   |4041248556887|0|0
008.210               |0010|209|   |4041248625439|0|0
008.304               |0010|209|   |4041248119440|0|0
008.354               |0010|209|   |4041248000731|0|0
008.370               |0010|209|   |4041248126257|0|0
008.427               |0010|209|   |4041248000755|0|0
008.430               |0010|209|   |4041248556856|0|0
008.450               |0010|209|   |4041248716618|0|0
008.540               |0010|209|   |4041248557716|0|0
008.559               |0010|209|   |4041248119570|0|0
008.560               |0010|209|   |4041248557105|0|0
008.592               |0010|209|   |4041248515556|0|0
008.622               |0010|209|   |4041248000793|0|0
008.680               |0010|209|   |4041248000830|0|0
008.702               |0010|209|   |4041248000847|0|0
008.745               |0010|209|   |4041248000854|0|0
008.750               |0010|209|   |4041248164044|0|0
008.763               |0010|209|   |4041248514245|0|0
008.773               |0010|209|   |4041248614464|0|0
008.781               |0010|209|   |4041248437643|0|0
008.790               |0010|209|   |4041248401569|0|0
008.822               |0010|209|   |4041248406182|0|0
008.832               |0010|209|   |4041248406199|0|0
008.860               |0010|209|   |4041248118931|0|0
008.880               |0010|209|   |4041248446966|0|0
008.891               |0010|209|   |4041248430576|0|0
